model,timestamp,num_layer,num_shared_layer,hidden_neurons,advanced_time_attributes,data_attributes,event_dim,text_encoding,text_dim,next_activity_acc,next_time_mae,outcome_acc,cycle_time_mae,naa_1,naa_2,naa_3,naa_4,naa_5,naa_6,naa_7,naa_8,ntm_1,ntm_2,ntm_3,ntm_4,ntm_5,ntm_6,ntm_7,ntm_8,oa_1,oa_2,oa_3,oa_4,oa_5,oa_6,oa_7,oa_8,ctm_1,ctm_2,ctm_3,ctm_4,ctm_5,ctm_6,ctm_7,ctm_8
tapp,2020-11-02-21-14-06,2,1,100,True,"['admission_type', 'insurance']",40,-,0,0.5799683293745052,27.757052278977394,0.6035365531802587,70.29780208075881,0.33215114779468663,0.8479494454475109,0.3804071246819338,0.7048346055979644,0.4080996884735201,0.6261682242990654,0.4883720930232558,0.5674418604651162,6.286947388561753,48.56101001580747,8.301802595363867,51.245282192373296,8.026141464836499,47.59884299659311,9.19181104178022,44.50529192300382,0.3325380448800619,0.9011477946866132,0.33036471586089905,0.8176420695504665,0.3177570093457944,0.7227414330218068,0.3348837209302325,0.5627906976744186,67.04055388508411,63.9464799640549,82.58116245784467,82.50195659520821,95.7083581992264,97.03762044638957,113.0709747473218,115.90711927688952
tapp,2020-11-02-23-27-03,2,1,100,True,"['admission_type', 'insurance']",90,BoW,50,0.5977566640274479,29.08192101266797,0.6186064924782264,69.29532595247677,0.3714856848078411,0.8480139282950735,0.4003392705682782,0.7137404580152672,0.41121495327102797,0.6292834890965732,0.4418604651162791,0.5767441860465117,7.686686699963027,50.41121444874855,6.391075032705469,53.227278896456355,6.343787723944867,49.11197906799818,7.559182182318582,45.41870854884896,0.3718080990456539,0.8994067578024245,0.3477523324851569,0.8040712468193384,0.3193146417445483,0.6931464174454829,0.2930232558139535,0.5255813953488372,67.11802762846531,61.91368126296622,83.76009575523419,79.83217188166074,94.88358533980072,90.70180439196066,117.75022193644524,119.74703806433077
tapp,2020-11-03-01-04-38,2,1,100,True,"['admission_type', 'insurance']",140,BoW,100,0.6026920031670625,31.437843807301856,0.6238321456848773,70.94882638598801,0.3835439773020377,0.8478849625999484,0.4016115351993215,0.7111959287531806,0.4158878504672897,0.6261682242990654,0.4418604651162791,0.5674418604651162,8.530593079194599,54.30747207622724,8.124886381080806,56.40220701729165,8.271270163925486,51.559520719305276,9.38158569356966,46.61036713534938,0.3771601753933453,0.9003095176683003,0.35835453774385073,0.8015267175572519,0.35358255451713394,0.7196261682242991,0.3674418604651163,0.5674418604651162,67.59874303564607,65.21923814682215,83.03575273628294,83.17812519435745,93.24382241570936,94.1286753990109,115.36820596678844,119.27183365801302
tapp,2020-11-03-02-34-37,2,1,100,True,"['admission_type', 'insurance']",540,BoW,500,0.610055423594616,27.549455156030394,0.6111111111111112,70.10842955933353,0.4042429713696157,0.8473690998194481,0.3888888888888889,0.7175572519083969,0.4143302180685358,0.6448598130841121,0.4046511627906977,0.5813953488372093,5.82904458867605,48.691372003804034,7.2597142068718625,51.35421011143736,7.261984992827789,47.68578692375368,8.51821678475734,44.00453071203732,0.3852850141862265,0.8858653598142894,0.3282442748091603,0.7315521628498728,0.308411214953271,0.6479750778816199,0.28837209302325584,0.4930232558139535,67.26914849335328,63.0681663146167,83.51432217287558,81.64349835334308,97.208034922472,94.84984252575815,126.18420985747738,121.84890684889105
tapp,2020-11-03-03-59-16,2,1,100,True,"['admission_type', 'insurance']",90,BoNG,50,0.5918448139350753,27.539695594547357,0.617946687780417,69.44557650141374,0.3578798039721434,0.8478204797523858,0.3888888888888889,0.7162849872773537,0.4361370716510904,0.6386292834890965,0.4697674418604651,0.5302325581395348,5.530854964646534,49.013195747071144,6.338954641454627,52.084455851605284,6.4239608942982365,48.48925938932846,7.691074557413629,44.708607049092656,0.3636187774052102,0.9008253804488008,0.3532654792196777,0.8112807463952502,0.3426791277258567,0.7429906542056075,0.2976744186046512,0.5581395348837209,66.79764146515478,62.39304608911808,83.31872486276879,80.37917433469423,93.76644129581348,92.40298208154935,119.49183237485529,119.57055884998198
tapp,2020-11-03-05-16-12,2,1,100,True,"['admission_type', 'insurance']",140,BoNG,100,0.6012140406439694,28.32926393044451,0.6160464502507258,69.36190468859985,0.3789656951250967,0.8476915140572607,0.3965224766751485,0.720949957591179,0.43302180685358255,0.6323987538940811,0.4186046511627907,0.5395348837209303,7.591639392786138,48.57357634344054,8.547515574570081,51.36425009380528,8.307683280426643,47.725169855273826,9.394199422062524,44.30488726117958,0.3674877482589631,0.9003095176683003,0.3443596268023749,0.7968617472434266,0.32866043613707163,0.6744548286604362,0.3209302325581395,0.5209302325581395,66.7889730110351,62.30901326543951,82.71633917102977,81.42033486132159,93.84384771033446,95.37471178071756,120.84438151777664,127.9305177507688
tapp,2020-11-03-06-00-45,2,1,100,True,"['admission_type', 'insurance']",540,BoNG,500,0.604750593824228,27.972024569359746,0.6126154658221167,70.69058483304623,0.39141088470466856,0.8478204797523858,0.3944020356234097,0.7078032230703987,0.4096573208722741,0.6152647975077882,0.5023255813953489,0.5069767441860465,5.490352336745905,50.05575155856383,5.977741851705981,52.72757848043235,5.965514649712148,48.9260541459688,7.274680362514132,45.330375644943416,0.3675522311065257,0.8955377869486717,0.3422391857506361,0.779050042408821,0.32554517133956384,0.6869158878504673,0.31627906976744186,0.5162790697674419,68.65026502212348,62.86549593967268,84.49073371886846,83.05832304992967,95.57733052582618,96.36712566050468,123.76944922800254,124.23155692913572
tapp,2020-11-03-07-08-01,2,1,100,True,"['admission_type', 'insurance']",50,PV,10,0.5864608076009501,29.461016073273,0.6075481657429401,73.52189827570578,0.3458859943255094,0.8479494454475109,0.3765903307888041,0.7167090754877015,0.4205607476635514,0.6355140186915887,0.4697674418604651,0.5627906976744186,6.7249276343762086,52.11270607884676,6.110603374346626,54.443645385568026,6.113254346362281,50.366586545893824,7.187548955978142,46.04838163069956,0.3402759865875677,0.9010833118390508,0.33078880407124683,0.8218829516539441,0.32866043613707163,0.7507788161993769,0.3302325581395349,0.5813953488372093,70.30728132557518,67.16305526426923,83.67792530135911,85.16092754828612,95.90194867655329,96.7509258929682,119.49930123882969,127.36098920313844
tapp,2020-11-03-08-27-35,2,1,100,True,"['admission_type', 'insurance']",60,PV,20,0.5828714700448667,27.290241230773173,0.602164159408815,69.61913625463171,0.3415656435388187,0.8478849625999484,0.3685326547921968,0.7120441051738762,0.3894080996884735,0.6386292834890965,0.4697674418604651,0.5581395348837209,5.37375260211193,48.77384963379581,5.831176269174622,51.74761756110207,5.630519012208214,47.86949985371669,6.867944324161552,44.285197753870925,0.3313773536239361,0.9005674490585505,0.33036471586089905,0.8053435114503816,0.3317757009345794,0.7242990654205608,0.31627906976744186,0.5255813953488372,67.107819581239,62.89039995935768,82.60151970314469,81.41756014968988,94.62018080786517,94.8288712107534,122.28735660344664,123.39270987430015
tapp,2020-11-03-09-30-58,2,1,100,True,"['admission_type', 'insurance']",140,PV,100,0.5896806545262602,28.23690678048901,0.6135128002111375,69.47925139813258,0.35407531596595304,0.8479494454475109,0.3774385072094996,0.7175572519083969,0.42679127725856697,0.6370716510903427,0.4604651162790698,0.5488372093023256,7.4615366952417155,48.55629711104313,8.406206608453912,51.18015446630157,8.083542484487234,47.363409590689784,8.983848453196444,44.02680306980549,0.3494325509414496,0.90005158627805,0.3579304495335029,0.8155216284987278,0.35514018691588783,0.7445482866043613,0.3627906976744186,0.586046511627907,67.09145521465223,62.477294265431254,82.40351641261103,81.52455955269745,94.20257718598677,93.371674563046,116.98314379020646,116.8601458383276
